Agency Name,Position Title,YTD Gross Pay,Cluster
MENTAL HEALTH,RECREATION/MUSIC THERAPIST SPV,55283.24,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST SPV,2926.0,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST SPV,57137.83,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST SPV,54835.08,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST SPV,48590.07,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST SPV,37901.3,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST SPV,57860.34,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,27820.59,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,48317.2,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,45936.51,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,4068.48,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,26749.92,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,57559.64,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,45886.74,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,5024.58,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,47456.77,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,21015.6,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,11774.28,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,1065.32,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,10062.51,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,44513.58,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,44223.73,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,60955.59,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,45241.21,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,40660.26,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,44490.79,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,46694.02,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,45653.88,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,22684.15,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,42850.69,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,21475.79,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,11794.05,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,3714.4,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,42731.6,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,59887.53,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,57082.34,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,45208.8,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,18234.96,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,47439.99,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,46907.23,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,51431.05,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,53461.11,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,5026.93,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,18484.93,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,13281.91,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,16310.35,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,6020.6,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,49089.05,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,55773.2,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,48069.5,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,15580.7,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,44180.55,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,55483.54,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,26498.53,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,7526.01,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,44358.21,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,29009.48,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,43235.64,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,45228.07,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,44513.42,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,35567.02,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,46424.93,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,25151.32,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,-82.9,0
MENTAL HEALTH,RECREATION/MUSIC THERAPIST,47853.1,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,19221.65,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,95005.37,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,21682.65,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,82134.94,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,112498.79,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,51126.65,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,55715.28,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,108228.56,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,109772.34,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,90498.19,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,77271.36,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,111854.84,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,64768.24,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,111192.09,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,70405.32,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,95982.77,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,110384.57,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,32604.9,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,108065.21,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,43746.87,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,57870.44,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,98505.28,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,73641.09,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,108485.33,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,81288.57,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,94164.72,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,112340.19,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,56144.02,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,97100.12,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,100560.3,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,94217.65,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,92081.71,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,109552.39,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,97400.2,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,62614.36,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,63360.9,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,13688.93,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,101565.69,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,112951.72,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,91054.96,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,110373.76,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,93465.56,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,45408.71,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,106917.33,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,107430.21,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,74832.77,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,78817.36,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,44779.5,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,43685.89,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,112643.46,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,109298.52,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,110706.35,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,110519.8,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,16353.22,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,103054.11,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,90479.38,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,111860.62,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,105611.66,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,96368.67,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,83230.98,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,104324.23,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,98752.63,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,82065.14,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,109683.93,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,96300.51,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,93235.06,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,112493.2,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,111292.67,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,42424.79,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,102263.7,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,74395.46,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,82600.1,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,107230.41,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,17305.68,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,103454.02,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,29443.11,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,20646.35,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,98943.98,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,83529.88,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,112320.28,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,96890.61,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,35772.33,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,97827.75,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,92351.37,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,111899.8,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,113094.51,0
MENTAL HEALTH,REGISTERED NURSE SPEC/SPV,109244.86,0
MENTAL HEALTH,REGISTERED NURSE,28810.66,0
MENTAL HEALTH,REGISTERED NURSE,1361.15,0
MENTAL HEALTH,REGISTERED NURSE,38678.7,0
MENTAL HEALTH,REGISTERED NURSE,46020.23,0
MENTAL HEALTH,REGISTERED NURSE,85086.93,0
MENTAL HEALTH,REGISTERED NURSE,15187.74,0
MENTAL HEALTH,REGISTERED NURSE,51568.01,0
MENTAL HEALTH,REGISTERED NURSE,659.65,0
MENTAL HEALTH,REGISTERED NURSE,1490.85,0
MENTAL HEALTH,REGISTERED NURSE,20269.93,0
MENTAL HEALTH,REGISTERED NURSE,91211.89,0
MENTAL HEALTH,REGISTERED NURSE,80697.42,0
MENTAL HEALTH,REGISTERED NURSE,107158.8,0
MENTAL HEALTH,REGISTERED NURSE,36126.98,0
MENTAL HEALTH,REGISTERED NURSE,5497.15,0
MENTAL HEALTH,REGISTERED NURSE,110724.0,0
MENTAL HEALTH,REGISTERED NURSE,8023.41,0
MENTAL HEALTH,REGISTERED NURSE,25791.4,0
MENTAL HEALTH,REGISTERED NURSE,3834.0,0
MENTAL HEALTH,REGISTERED NURSE,80859.44,0
MENTAL HEALTH,REGISTERED NURSE,6568.31,0
MENTAL HEALTH,REGISTERED NURSE,51452.29,0
MENTAL HEALTH,REGISTERED NURSE,10495.44,0
MENTAL HEALTH,REGISTERED NURSE,67676.98,0
MENTAL HEALTH,REGISTERED NURSE,21487.29,0
MENTAL HEALTH,REGISTERED NURSE,26895.07,0
MENTAL HEALTH,REGISTERED NURSE,39195.54,0
MENTAL HEALTH,REGISTERED NURSE,4325.0,0
MENTAL HEALTH,REGISTERED NURSE,69701.72,0
MENTAL HEALTH,REGISTERED NURSE,3844.3,0
MENTAL HEALTH,REGISTERED NURSE,19769.68,0
MENTAL HEALTH,REGISTERED NURSE,92677.92,0
MENTAL HEALTH,REGISTERED NURSE,66827.47,0
MENTAL HEALTH,REGISTERED NURSE,14128.49,0
MENTAL HEALTH,REGISTERED NURSE,90279.24,0
MENTAL HEALTH,REGISTERED NURSE,112311.32,0
MENTAL HEALTH,REGISTERED NURSE,80631.88,0
MENTAL HEALTH,REGISTERED NURSE,11238.12,0
MENTAL HEALTH,REGISTERED NURSE,27894.13,0
MENTAL HEALTH,REGISTERED NURSE,27117.0,0
MENTAL HEALTH,REGISTERED NURSE,11955.43,0
MENTAL HEALTH,REGISTERED NURSE,90772.9,0
MENTAL HEALTH,REGISTERED NURSE,65759.26,0
MENTAL HEALTH,REGISTERED NURSE,104983.36,0
MENTAL HEALTH,REGISTERED NURSE,93405.88,0
MENTAL HEALTH,REGISTERED NURSE,14650.0,0
MENTAL HEALTH,REGISTERED NURSE,92882.84,0
MENTAL HEALTH,REGISTERED NURSE,23418.47,0
MENTAL HEALTH,REGISTERED NURSE,4850.45,0
MENTAL HEALTH,REGISTERED NURSE,101098.12,0
MENTAL HEALTH,REGISTERED NURSE,95364.96,0
MENTAL HEALTH,REGISTERED NURSE,17483.43,0
MENTAL HEALTH,REGISTERED NURSE,81097.29,0
MENTAL HEALTH,REGISTERED NURSE,85714.37,0
MENTAL HEALTH,REGISTERED NURSE,70041.61,0
MENTAL HEALTH,REGISTERED NURSE,7773.12,0
MENTAL HEALTH,REGISTERED NURSE,46343.11,0
MENTAL HEALTH,REGISTERED NURSE,3677.5,0
MENTAL HEALTH,REGISTERED NURSE,37370.15,0
MENTAL HEALTH,REGISTERED NURSE,52910.96,0
MENTAL HEALTH,REGISTERED NURSE,37280.33,0
MENTAL HEALTH,REGISTERED NURSE,63.3,0
MENTAL HEALTH,REGISTERED NURSE,29836.05,0
MENTAL HEALTH,REGISTERED NURSE,40603.89,0
MENTAL HEALTH,REGISTERED NURSE,2256.88,0
MENTAL HEALTH,REGISTERED NURSE,42680.82,0
MENTAL HEALTH,REGISTERED NURSE,82177.99,0
MENTAL HEALTH,REGISTERED NURSE,90256.81,0
MENTAL HEALTH,REGISTERED NURSE,1562.47,0
MENTAL HEALTH,REGISTERED NURSE,32322.54,0
MENTAL HEALTH,REGISTERED NURSE,87661.9,0
MENTAL HEALTH,REGISTERED NURSE,101822.98,0
MENTAL HEALTH,REGISTERED NURSE,19758.05,0
MENTAL HEALTH,REGISTERED NURSE,800.0,0
MENTAL HEALTH,REGISTERED NURSE,9197.1,0
MENTAL HEALTH,REGISTERED NURSE,38861.4,0
MENTAL HEALTH,REGISTERED NURSE,36574.92,0
MENTAL HEALTH,REGISTERED NURSE,102816.7,0
MENTAL HEALTH,REGISTERED NURSE,90370.95,0
MENTAL HEALTH,REGISTERED NURSE,49475.0,0
MENTAL HEALTH,REGISTERED NURSE,67937.89,0
MENTAL HEALTH,REGISTERED NURSE,9155.97,0
MENTAL HEALTH,REGISTERED NURSE,55623.26,0
MENTAL HEALTH,REGISTERED NURSE,4162.2,0
MENTAL HEALTH,REGISTERED NURSE,4330.26,0
MENTAL HEALTH,REGISTERED NURSE,8331.67,0
MENTAL HEALTH,REGISTERED NURSE,28490.59,0
MENTAL HEALTH,REGISTERED NURSE,66459.38,0
MENTAL HEALTH,REGISTERED NURSE,78929.6,0
MENTAL HEALTH,REGISTERED NURSE,45637.91,0
MENTAL HEALTH,REGISTERED NURSE,30739.87,0
MENTAL HEALTH,REGISTERED NURSE,55718.4,0
MENTAL HEALTH,REGISTERED NURSE,26675.0,0
MENTAL HEALTH,REGISTERED NURSE,86933.79,0
MENTAL HEALTH,REGISTERED NURSE,100624.99,0
MENTAL HEALTH,REGISTERED NURSE,59975.28,0
MENTAL HEALTH,REGISTERED NURSE,30593.65,0
MENTAL HEALTH,REGISTERED NURSE,23820.64,0
MENTAL HEALTH,REGISTERED NURSE,2637.64,0
MENTAL HEALTH,REGISTERED NURSE,84077.45,0
MENTAL HEALTH,REGISTERED NURSE,688.08,0
MENTAL HEALTH,REGISTERED NURSE,42882.1,0
MENTAL HEALTH,REGISTERED NURSE,20810.33,0
MENTAL HEALTH,REGISTERED NURSE,107483.99,0
MENTAL HEALTH,REGISTERED NURSE,5828.33,0
MENTAL HEALTH,REGISTERED NURSE,7300.0,0
MENTAL HEALTH,REGISTERED NURSE,96565.64,0
MENTAL HEALTH,REGISTERED NURSE,98861.06,0
MENTAL HEALTH,REGISTERED NURSE,42283.02,0
MENTAL HEALTH,REGISTERED NURSE,64741.08,0
MENTAL HEALTH,REGISTERED NURSE,55129.96,0
MENTAL HEALTH,REGISTERED NURSE,18891.34,0
MENTAL HEALTH,REGISTERED NURSE,19707.18,0
MENTAL HEALTH,REGISTERED NURSE,34022.41,0
MENTAL HEALTH,REGISTERED NURSE,67235.05,0
MENTAL HEALTH,REGISTERED NURSE,4300.0,0
MENTAL HEALTH,REGISTERED NURSE,51300.22,0
MENTAL HEALTH,REGISTERED NURSE,17484.66,0
MENTAL HEALTH,REGISTERED NURSE,62921.06,0
MENTAL HEALTH,REGISTERED NURSE,26858.51,0
MENTAL HEALTH,REGISTERED NURSE,36454.44,0
MENTAL HEALTH,REGISTERED NURSE,6825.0,0
MENTAL HEALTH,REGISTERED NURSE,65759.02,0
MENTAL HEALTH,REGISTERED NURSE,3586.2,0
MENTAL HEALTH,REGISTERED NURSE,60133.29,0
MENTAL HEALTH,REGISTERED NURSE,88344.52,0
MENTAL HEALTH,REGISTERED NURSE,35376.28,0
MENTAL HEALTH,REGISTERED NURSE,88267.62,0
MENTAL HEALTH,REGISTERED NURSE,93715.16,0
MENTAL HEALTH,REGISTERED NURSE,16360.4,0
MENTAL HEALTH,REGISTERED NURSE,30095.49,0
MENTAL HEALTH,REGISTERED NURSE,7206.99,0
MENTAL HEALTH,REGISTERED NURSE,70405.32,0
MENTAL HEALTH,REGISTERED NURSE,600.0,0
MENTAL HEALTH,REGISTERED NURSE,3705.43,0
MENTAL HEALTH,REGISTERED NURSE,99213.33,0
MENTAL HEALTH,REGISTERED NURSE,70405.32,0
MENTAL HEALTH,REGISTERED NURSE,24534.87,0
MENTAL HEALTH,REGISTERED NURSE,87950.8,0
MENTAL HEALTH,REGISTERED NURSE,57490.42,0
MENTAL HEALTH,REGISTERED NURSE,14932.9,0
MENTAL HEALTH,REGISTERED NURSE,25788.28,0
MENTAL HEALTH,REGISTERED NURSE,4600.0,0
MENTAL HEALTH,REGISTERED NURSE,70184.92,0
MENTAL HEALTH,REGISTERED NURSE,57536.46,0
MENTAL HEALTH,REGISTERED NURSE,79188.6,0
MENTAL HEALTH,REGISTERED NURSE,1977.0,0
MENTAL HEALTH,REGISTERED NURSE,85444.78,0
MENTAL HEALTH,REGISTERED NURSE,27792.31,0
MENTAL HEALTH,REGISTERED NURSE,24969.32,0
MENTAL HEALTH,REGISTERED NURSE,56467.89,0
MENTAL HEALTH,REGISTERED NURSE,104833.1,0
MENTAL HEALTH,REGISTERED NURSE,2455.48,0
MENTAL HEALTH,REGISTERED NURSE,1146.8,0
MENTAL HEALTH,REGISTERED NURSE,51458.73,0
MENTAL HEALTH,REGISTERED NURSE,51814.71,0
MENTAL HEALTH,REGISTERED NURSE,13001.46,0
MENTAL HEALTH,REGISTERED NURSE,4667.74,0
MENTAL HEALTH,REGISTERED NURSE,16605.29,0
MENTAL HEALTH,REGISTERED NURSE,88541.63,0
MENTAL HEALTH,REGISTERED NURSE,45855.13,0
MENTAL HEALTH,REGISTERED NURSE,47722.31,0
MENTAL HEALTH,REGISTERED NURSE,51161.36,0
MENTAL HEALTH,REGISTERED NURSE,106592.09,0
MENTAL HEALTH,REGISTERED NURSE,8605.5,0
MENTAL HEALTH,REGISTERED NURSE,13016.1,0
MENTAL HEALTH,REGISTERED NURSE,27120.7,0
MENTAL HEALTH,REGISTERED NURSE,94853.32,0
MENTAL HEALTH,REGISTERED NURSE,31687.2,0
MENTAL HEALTH,REGISTERED NURSE,19982.8,0
MENTAL HEALTH,REGISTERED NURSE,70669.86,0
MENTAL HEALTH,REGISTERED NURSE,11592.52,0
MENTAL HEALTH,REGISTERED NURSE,87142.94,0
MENTAL HEALTH,REGISTERED NURSE,15400.0,0
MENTAL HEALTH,REGISTERED NURSE,28135.69,0
MENTAL HEALTH,REGISTERED NURSE,67732.52,0
MENTAL HEALTH,REGISTERED NURSE,105532.87,0
MENTAL HEALTH,REGISTERED NURSE,107706.24,0
MENTAL HEALTH,REGISTERED NURSE,94623.32,0
MENTAL HEALTH,REGISTERED NURSE,30322.64,0
MENTAL HEALTH,REGISTERED NURSE,36305.95,0
MENTAL HEALTH,REGISTERED NURSE,98875.11,0
MENTAL HEALTH,REGISTERED NURSE,57011.35,0
MENTAL HEALTH,REGISTERED NURSE,4194.88,0
MENTAL HEALTH,REGISTERED NURSE,8459.8,0
MENTAL HEALTH,REGISTERED NURSE,8190.45,0
MENTAL HEALTH,REGISTERED NURSE,47753.72,0
MENTAL HEALTH,REGISTERED NURSE,53260.6,0
MENTAL HEALTH,REGISTERED NURSE,20781.2,0
MENTAL HEALTH,REGISTERED NURSE,41785.76,0
MENTAL HEALTH,REGISTERED NURSE,40906.67,0
MENTAL HEALTH,REGISTERED NURSE,361.2,0
MENTAL HEALTH,REGISTERED NURSE,6011.45,0
MENTAL HEALTH,REGISTERED NURSE,20944.53,0
MENTAL HEALTH,REGISTERED NURSE,59568.3,0
MENTAL HEALTH,REGISTERED NURSE,21469.78,0
MENTAL HEALTH,REGISTERED NURSE,106600.93,0
MENTAL HEALTH,REGISTERED NURSE,7988.58,0
MENTAL HEALTH,REGISTERED NURSE,43153.79,0
MENTAL HEALTH,REGISTERED NURSE,106229.01,0
MENTAL HEALTH,REGISTERED NURSE,6096.86,0
MENTAL HEALTH,REGISTERED NURSE,97431.7,0
MENTAL HEALTH,REGISTERED NURSE,89275.08,0
MENTAL HEALTH,REGISTERED NURSE,97059.46,0
MENTAL HEALTH,REGISTERED NURSE,82491.88,0
MENTAL HEALTH,REGISTERED NURSE,104287.92,0
MENTAL HEALTH,REGISTERED NURSE,44459.68,0
MENTAL HEALTH,REGISTERED NURSE,31919.8,0
MENTAL HEALTH,REGISTERED NURSE,65759.26,0
MENTAL HEALTH,REGISTERED NURSE,99837.52,0
MENTAL HEALTH,REGISTERED NURSE,4939.36,0
MENTAL HEALTH,REGISTERED NURSE,93686.85,0
MENTAL HEALTH,REGISTERED NURSE,6124.85,0
MENTAL HEALTH,REGISTERED NURSE,59857.41,0
MENTAL HEALTH,REGISTERED NURSE,22472.96,0
MENTAL HEALTH,REGISTERED NURSE,65759.26,0
MENTAL HEALTH,REGISTERED NURSE,15743.69,0
MENTAL HEALTH,REGISTERED NURSE,15281.28,0
MENTAL HEALTH,REGISTERED NURSE,19662.94,0
MENTAL HEALTH,REGISTERED NURSE,24260.64,0
MENTAL HEALTH,REGISTERED NURSE,12709.82,0
MENTAL HEALTH,REGISTERED NURSE,22913.34,0
MENTAL HEALTH,REGISTERED NURSE,101527.33,0
MENTAL HEALTH,REGISTERED NURSE,9375.0,0
MENTAL HEALTH,REGISTERED NURSE,104293.31,0
MENTAL HEALTH,REGISTERED NURSE,68183.79,0
MENTAL HEALTH,REGISTERED NURSE,70405.32,0
MENTAL HEALTH,REGISTERED NURSE,63287.81,0
MENTAL HEALTH,REGISTERED NURSE,101906.64,0
MENTAL HEALTH,REGISTERED NURSE,92361.36,0
MENTAL HEALTH,REGISTERED NURSE,51750.07,0
MENTAL HEALTH,REGISTERED NURSE,100.35,0
MENTAL HEALTH,REGISTERED NURSE,54023.64,0
MENTAL HEALTH,REGISTERED NURSE,99546.0,0
MENTAL HEALTH,REGISTERED NURSE,106841.36,0
MENTAL HEALTH,REGISTERED NURSE,4938.7,0
MENTAL HEALTH,REGISTERED NURSE,90938.64,0
MENTAL HEALTH,REGISTERED NURSE,36738.75,0
MENTAL HEALTH,REGISTERED NURSE,53290.95,0
MENTAL HEALTH,REGISTERED NURSE,92019.33,0
MENTAL HEALTH,REGISTERED NURSE,14803.99,0
MENTAL HEALTH,REGISTERED NURSE,69959.33,0
MENTAL HEALTH,REGISTERED NURSE,66618.39,0
MENTAL HEALTH,REGISTERED NURSE,100425.13,0
MENTAL HEALTH,REGISTERED NURSE,84165.45,0
MENTAL HEALTH,REGISTERED NURSE,361.2,0
MENTAL HEALTH,REGISTERED NURSE,33948.4,0
MENTAL HEALTH,REGISTERED NURSE,5398.69,0
MENTAL HEALTH,REGISTERED NURSE,3997.21,0
MENTAL HEALTH,REGISTERED NURSE,33630.06,0
MENTAL HEALTH,REGISTERED NURSE,8964.56,0
MENTAL HEALTH,REGISTERED NURSE,86309.35,0
MENTAL HEALTH,REGISTERED NURSE,1174.06,0
MENTAL HEALTH,REGISTERED NURSE,86687.36,0
MENTAL HEALTH,REGISTERED NURSE,94741.19,0
MENTAL HEALTH,REGISTERED NURSE,103096.82,0
MENTAL HEALTH,REGISTERED NURSE,37930.57,0
MENTAL HEALTH,REGISTERED NURSE,83994.72,0
MENTAL HEALTH,REGISTERED NURSE,10784.4,0
MENTAL HEALTH,REGISTERED NURSE,66459.38,0
MENTAL HEALTH,REGISTERED NURSE,677.41,0
MENTAL HEALTH,REGISTERED NURSE,89514.1,0
MENTAL HEALTH,REGISTERED NURSE,2696.1,0
MENTAL HEALTH,REGISTERED NURSE,66010.32,0
MENTAL HEALTH,REGISTERED NURSE,67357.07,0
MENTAL HEALTH,REGISTERED NURSE,50530.39,0
MENTAL HEALTH,REGISTERED NURSE,87410.47,0
MENTAL HEALTH,REGISTERED NURSE,53018.89,0
MENTAL HEALTH,REGISTERED NURSE,49108.14,0
MENTAL HEALTH,REGISTERED NURSE,59617.88,0
MENTAL HEALTH,REGISTERED NURSE,1487.56,0
MENTAL HEALTH,REGISTERED NURSE,22148.44,0
MENTAL HEALTH,REGISTERED NURSE,34220.72,0
MENTAL HEALTH,REGISTERED NURSE,112631.56,0
MENTAL HEALTH,REGISTERED NURSE,4211.59,0
MENTAL HEALTH,REGISTERED NURSE,2585.94,0
MENTAL HEALTH,REGISTERED NURSE,87543.9,0
MENTAL HEALTH,REGISTERED NURSE,112281.57,0
MENTAL HEALTH,REGISTERED NURSE,101785.25,0
MENTAL HEALTH,REGISTERED NURSE,79922.15,0
MENTAL HEALTH,REGISTERED NURSE,38220.72,0
MENTAL HEALTH,REGISTERED NURSE,20037.49,0
MENTAL HEALTH,REGISTERED NURSE,48568.34,0
MENTAL HEALTH,REGISTERED NURSE,110305.11,0
MENTAL HEALTH,REGISTERED NURSE,12541.21,0
MENTAL HEALTH,REGISTERED NURSE,20585.17,0
MENTAL HEALTH,REGISTERED NURSE,48005.7,0
MENTAL HEALTH,REGISTERED NURSE,11577.11,0
MENTAL HEALTH,REGISTERED NURSE,42579.58,0
